,tweet_id,date,time,user_name,tweet,loaction
1456,1274716853923807233,2020-06-21,14:52:35,Trizha_hoover,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Bengaluru, India"
1457,1274716848173404162,2020-06-21,14:52:34,KushalChopra8,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1458,1274716846294364160,2020-06-21,14:52:33,KamleshB45,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Malegaon, India"
1459,1274716778422124550,2020-06-21,14:52:17,DurgsH_Tripathi,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1460,1274716751616282625,2020-06-21,14:52:11,Allwinsuresh1,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Bengaluru, India"
1461,1274716741688365062,2020-06-21,14:52:08,bhatsunilbhat,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Navi Mumbai, India"
1462,1274716676521635840,2020-06-21,14:51:53,MSINGH7676,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1463,1274716672704692229,2020-06-21,14:51:52,AkshayyySingh,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Indore, India"
1464,1274716651561369601,2020-06-21,14:51:47,BJP4Multan,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1465,1274716638659534853,2020-06-21,14:51:44,rahulshivhh8,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Madhya Pradesh, India"
1466,1274716570997014528,2020-06-21,14:51:28,ManojGoelBJP,Just go through this article you will get point to update why china became so unstable that they decided to violate… https://t.co/PEVah9yyiS,"New Delhi, India"
1467,1274716501790998529,2020-06-21,14:51:11,thakervipul3,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,india
1468,1274716494207815683,2020-06-21,14:51:09,ArjunBhagwat198,"RT @CNNnews18: China accounts for about 14% of India's imports and is a major supplier for sectors like cell phones, telecom, power, plasti…","New Delhi, India"
1469,1274716469108944896,2020-06-21,14:51:03,DheerajTripathy,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1470,1274716447181160450,2020-06-21,14:50:58,H30051990,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1471,1274716427778310144,2020-06-21,14:50:54,SNEH_PANDEY285,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1472,1274716421189013510,2020-06-21,14:50:52,BeingKaranSingh,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1473,1274716406643191808,2020-06-21,14:50:49,boytoy0001,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1474,1274716378004508672,2020-06-21,14:50:42,ipradyumntiwari,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bhopal, India"
1475,1274716334941601793,2020-06-21,14:50:31,chandolam2013,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bageshwar,  uttrakhand (India)"
1476,1274716287319457792,2020-06-21,14:50:20,MdAleemshariff,RT @zoo_bear: A video of a road accident in Meghalaya last year where BSF jawans were injured has been shared with the false claim that it…,"Mysuru,India"
1477,1274716280566673409,2020-06-21,14:50:19,Abhishe63278918,"RT @tfipost: A fearful China deletes PM Modi's statement from Chinese Social Media. Narendra Modi’s website blocked

#China is clearly look…","New Delhi, India"
1478,1274716242553696256,2020-06-21,14:50:09,RajendraNavale9,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Pune, India jalna Maharashtra."
1479,1274716235242983424,2020-06-21,14:50:08,imVrajkamal,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mumbai, India"
1480,1274716229417103360,2020-06-21,14:50:06,Mahendr27206126,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Agra, India"
1481,1274716219325779968,2020-06-21,14:50:04,MRSingh09011118,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1482,1274716215894634501,2020-06-21,14:50:03,Vishal_Fighter,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1483,1274716195657154560,2020-06-21,14:49:58,sachins989898,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1484,1274716190049316869,2020-06-21,14:49:57,VijayPalani12,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Chennai, India"
1485,1274716179513262086,2020-06-21,14:49:54,PyareMo16870539,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1486,1274716151663095811,2020-06-21,14:49:48,ramnamstyahe,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1487,1274716146302808065,2020-06-21,14:49:47,NKJAT_RJ05,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Jaipur, India"
1488,1274716143391895555,2020-06-21,14:49:46,aksinhaster,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1489,1274716136685199360,2020-06-21,14:49:44,ManikMecu,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Palakkad, Kerala, India"
1490,1274716117978828801,2020-06-21,14:49:40,chetanraj360,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mathura, India"
1491,1274716056737550337,2020-06-21,14:49:25,thelogical09,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1492,1274716023837519873,2020-06-21,14:49:17,madanmitraoff,RT @free_thinker: A video of a road accident in Meghalaya last year where BSF jawans were injured has been shared with the false claim that…,"Kolkata, India"
1493,1274716012814856195,2020-06-21,14:49:15,Priyank78532802,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1494,1274715985828667392,2020-06-21,14:49:08,vivekkashyap93,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1495,1274715984440381443,2020-06-21,14:49:08,Abhishe63278918,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1496,1274715930333900808,2020-06-21,14:48:55,mangukiyajatin7,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Surat, India"
1497,1274715889225654274,2020-06-21,14:48:45,RRRDINESH,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Mysore, India"
1498,1274715877422686209,2020-06-21,14:48:42,virensharmaa420,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,28 States & 9 uT india🇮🇳🇮🇳
1499,1274715865523478528,2020-06-21,14:48:40,im_go45,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Tiruppur, India"
1500,1274715848230318080,2020-06-21,14:48:35,jebin_smarty,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Chennai, India"
1501,1274715781406711808,2020-06-21,14:48:20,abhi_281,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Madhya Pradesh, India"
1502,1274715777833340929,2020-06-21,14:48:19,Princep82907311,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1503,1274715774746165250,2020-06-21,14:48:18,Rathnammana_son,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bengaluru,India"
1504,1274715761135595520,2020-06-21,14:48:15,fatherofpakland,"RT @WIONews: Singh, who is a former army chief, said China historically never accepted any war casualties including in the 1962 conflict wi…","Maharashtra, India"
1505,1274715740969431040,2020-06-21,14:48:10,Nrip_Pandey,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1506,1274715724259266562,2020-06-21,14:48:06,imrajesh18,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1507,1274715720752885760,2020-06-21,14:48:05,keypadguerilla,RT @zoo_bear: A video of a road accident in Meghalaya last year where BSF jawans were injured has been shared with the false claim that it…,"Bengaluru, South India"
1508,1274715720094367744,2020-06-21,14:48:05,sonamku148526,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1509,1274715656450015232,2020-06-21,14:47:50,VidyasagarDas7,"RT @JoeCastelino: I salute the 20 BRAVE #IndianArmy MARTYRS 🙌🏻🙌🏻🙌🏻 who made the ultimate sacrifice for our sake, for our Nation’s sake. Ind…","Gursahaiganj, India"
1510,1274715655045099520,2020-06-21,14:47:49,Shivam0618,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bihar, India"
1511,1274715644647243778,2020-06-21,14:47:47,mak_379,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India 
1512,1274715621209456640,2020-06-21,14:47:41,vikashk59166809,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1513,1274715602381271041,2020-06-21,14:47:37,mra_arghospeak,RT @drapr007: #BigBreaking : The border has been handed over to the army. Tri Services told be fully ready to give befitting reply to any C…,India
1514,1274715602335268865,2020-06-21,14:47:37,india_merijaan1,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Heaven on earth, India "
1515,1274715557380538368,2020-06-21,14:47:26,AnkitKu33736700,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Sikkim, India"
1516,1274715545787445249,2020-06-21,14:47:23,gauaggbjp,@DefenceMinIndia @rajnathsingh ji visit to #Russia tomorrow is an important one in the context of #IndiaChinaFaceOff,"New Delhi, India"
1517,1274715534202814464,2020-06-21,14:47:21,Jaipalspurawat,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1518,1274715516494442497,2020-06-21,14:47:16,bugs_bhargava,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1519,1274715505283100672,2020-06-21,14:47:14,nobita_kshizuka,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Gurgaon, India"
1520,1274715473821614081,2020-06-21,14:47:06,samarsanatan,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bharatpur, India"
1521,1274715452380286977,2020-06-21,14:47:01,jogisingh10kb,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Gajraula, India"
1522,1274715394729623552,2020-06-21,14:46:47,Jeetparam1986,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1523,1274715392116617222,2020-06-21,14:46:47,lakshmishaks,"RT @sanahashmi1: When almost everyone’s writing on #IndiaChinaFaceOff, I have made it my purpose to make my country people aware about Taiw…",India
1524,1274715305185406976,2020-06-21,14:46:26,Saurabh97352551,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Kanpur, India"
1525,1274715270913888256,2020-06-21,14:46:18,HKSingh47054563,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"West Bengal, India"
1526,1274715259043852288,2020-06-21,14:46:15,amitj3,"RT @CNNnews18: China accounts for about 14% of India's imports and is a major supplier for sectors like cell phones, telecom, power, plasti…",New Delhi | India
1527,1274715246440013829,2020-06-21,14:46:12,prajnish154,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1528,1274715243344617472,2020-06-21,14:46:11,tiwarivinay2689,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Surat, India"
1529,1274715228509474817,2020-06-21,14:46:08,chan755,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1530,1274715223241310213,2020-06-21,14:46:06,FreeFlixMedia,FreeFlix wishes WingCommander #AbhinandanVarthaman a very HappyBirthday !! We Salute your Bravery and Valour Sir. J… https://t.co/SllvmjxGbi,"Hyderabad, India"
1531,1274715219319640064,2020-06-21,14:46:06,YashKum10381344,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Panipat, India"
1532,1274715213544124417,2020-06-21,14:46:04,BhardwajP29,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1533,1274715181449277440,2020-06-21,14:45:56,boomlive_in,Social media posts showing @cpimspeak leaders @SitaramYechury and #BrindaKarat holding placards with anti-Indian Ar… https://t.co/wmZyKa0EjI,"Mumbai, India"
1534,1274715168648253443,2020-06-21,14:45:53,KishanT12562265,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1535,1274715154370818048,2020-06-21,14:45:50,Deepak19751,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1536,1274715132883423232,2020-06-21,14:45:45,Being_Apurva,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Umaria, Madhya Pradesh, India"
1537,1274715118480306183,2020-06-21,14:45:41,manojraikwar,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India MP Vidisha
1538,1274715086121168896,2020-06-21,14:45:34,Sandeep03630867,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Nepal, India border"
1539,1274715013572263937,2020-06-21,14:45:16,Deepak09291752,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Fatehpur, India"
1540,1274715011391393792,2020-06-21,14:45:16,rakesh26329280,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bihar, India"
1541,1274714996908322816,2020-06-21,14:45:12,VanshitaRawat,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mathura, India"
1542,1274714988494516224,2020-06-21,14:45:10,Pradeep30457856,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Uttar Pradesh, India"
1543,1274714964477882369,2020-06-21,14:45:05,RahulGarg39,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Bengaluru, India"
1544,1274714955464335361,2020-06-21,14:45:03,Darunkar1972,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Nagpur, India"
1545,1274714937458192385,2020-06-21,14:44:58,karan46377,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mumbai, India"
1546,1274714931917619202,2020-06-21,14:44:57,Mohamme67427338,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Tamil Nadu, India"
1547,1274714931905155072,2020-06-21,14:44:57,mrvikaspandey,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,Mumbai India
1548,1274714928675385344,2020-06-21,14:44:56,ZeeNewsCrime,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Noida, India"
1549,1274714906621644800,2020-06-21,14:44:51,Shubham_techy,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Pune, India"
1550,1274714886589710337,2020-06-21,14:44:46,Rj21nagourisher,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Rajasthan, India"
1551,1274714864896733198,2020-06-21,14:44:41,Manoj28345898,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Gujarat, India"
1552,1274714854176075776,2020-06-21,14:44:38,rpmeena61,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Jaipur, India"
1553,1274714851709825024,2020-06-21,14:44:38,AnoopSIKARWAR4,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Morena, India"
1554,1274714845154168834,2020-06-21,14:44:36,SanjayAgola1,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1555,1274714838745280512,2020-06-21,14:44:35,NimmiSi64658397,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1556,1274714837273042944,2020-06-21,14:44:34,sachinhindu7980,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Kolkata, India"
1557,1274714799050457089,2020-06-21,14:44:25,ckausalye,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Pune, India"
1558,1274714793455149056,2020-06-21,14:44:24,pomal_viren,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Ahmadabad City, India"
1559,1274714777651011586,2020-06-21,14:44:20,iSinghBhagwan,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Pithoragarh, India"
1560,1274714739709366272,2020-06-21,14:44:11,anantrg,"RT @samirsinh189: During the time of #IndiaChinaFaceOff, at China's behest, Nepal Maoist govt adopts fabricated map; will build 100 border…","Mumbai, India"
1561,1274714716120604680,2020-06-21,14:44:06,radshy64,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Thane, India"
1562,1274714700484243459,2020-06-21,14:44:02,58Dev,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Lucknow, India"
1563,1274714695690186752,2020-06-21,14:44:01,RaajVee22861895,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,Raipur Chhattisgarh India
1564,1274714691789414407,2020-06-21,14:44:00,YadavDhananjai1,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1565,1274714690434641921,2020-06-21,14:43:59,mittulbakshi,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Gujarat, India"
1566,1274714687951650817,2020-06-21,14:43:59,Kingman69848929,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Tiruvannamalai, India"
1567,1274714674651521024,2020-06-21,14:43:56,Dinesh_555,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1568,1274714655785537537,2020-06-21,14:43:51,AlokPan87765465,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Lucknow, India"
1569,1274714653537431556,2020-06-21,14:43:51,ThakurShivPart1,@sudhirchaudhary @ZeeNews To give a 3rd degree to china... release statement from #HHDalailama then see the chinese… https://t.co/yotP9q192O,India
1570,1274714648252526592,2020-06-21,14:43:49,LaxmikantKulk20,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mumbai, India"
1571,1274714645723406336,2020-06-21,14:43:49,thenglishpost,"Satellite images show China has intruded into India: Rahul

#RahulGandhi #India #China  #IndiaChinaFaceOff #Ladakh… https://t.co/UCiu32iS4O",India
1572,1274714631265751041,2020-06-21,14:43:45,Pkg08,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1573,1274714613183991809,2020-06-21,14:43:41,Brijend76417735,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"BanarasUttar Pradesh, India"
1574,1274714601184063493,2020-06-21,14:43:38,PanditJiSaffron,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Deoria, India"
1575,1274714595811160065,2020-06-21,14:43:37,Mahendr68722951,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"New Delhi, India"
1576,1274714591751094277,2020-06-21,14:43:36,kanti81877247,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…, India
1577,1274714581408133120,2020-06-21,14:43:33,pranithsiva,RT @LMKMovieManiac: #ThalapathyVijay fans #Theni #VMI team has donated ₹ 1 lakh to the family of Late war martyr #HavildarPazhani who passe…,"Thoothukkudi, India"
1578,1274714555713609728,2020-06-21,14:43:27,KumarShyambabu,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,India
1579,1274714549816455169,2020-06-21,14:43:26,Manishkpiplwa,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Sikar, India "
1580,1274714531290157063,2020-06-21,14:43:21,NiravPatel1417,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Surat, India"
1581,1274714527443988486,2020-06-21,14:43:21,komalch98749549,RT @sudhirchaudhary: Ladies and Gentlemen! There will be a special #DNA on #IndiaChinaFaceOff in #Galwan Wait for some BREAKING NEWS on the…,"Mathura, India"
